LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUS,BOP,TOT,MLN_USD,A,1960,-723.7166,
AUS,BOP,TOT,MLN_USD,A,1961,-29.02848,
AUS,BOP,TOT,MLN_USD,A,1962,-180.4535,
AUS,BOP,TOT,MLN_USD,A,1963,-29.19309,
AUS,BOP,TOT,MLN_USD,A,1964,-299.2918,
AUS,BOP,TOT,MLN_USD,A,1965,-960.6357,
AUS,BOP,TOT,MLN_USD,A,1966,-567.5851,
AUS,BOP,TOT,MLN_USD,A,1967,-788.7637,
AUS,BOP,TOT,MLN_USD,A,1968,-1205.952,
AUS,BOP,TOT,MLN_USD,A,1969,-726.5975,
AUS,BOP,TOT,MLN_USD,A,1970,-655.9332,
AUS,BOP,TOT,MLN_USD,A,1971,-625.8526,
AUS,BOP,TOT,MLN_USD,A,1972,714.2024,
AUS,BOP,TOT,MLN_USD,A,1973,873.2181,
AUS,BOP,TOT,MLN_USD,A,1974,-2519.254,
AUS,BOP,TOT,MLN_USD,A,1975,-746.3906,
AUS,BOP,TOT,MLN_USD,A,1976,-1563.974,
AUS,BOP,TOT,MLN_USD,A,1977,-2739.992,
AUS,BOP,TOT,MLN_USD,A,1978,-4149.833,
AUS,BOP,TOT,MLN_USD,A,1979,-2168.533,
AUS,BOP,TOT,MLN_USD,A,1980,-3992.628,
AUS,BOP,TOT,MLN_USD,A,1981,-7774.717,
AUS,BOP,TOT,MLN_USD,A,1982,-7788.697,
AUS,BOP,TOT,MLN_USD,A,1983,-5761.462,
AUS,BOP,TOT,MLN_USD,A,1984,-8259.896,
AUS,BOP,TOT,MLN_USD,A,1985,-8549.028,
AUS,BOP,TOT,MLN_USD,A,1986,-9231.306,
AUS,BOP,TOT,MLN_USD,A,1987,-7243.769,
AUS,BOP,TOT,MLN_USD,A,1988,-10346.62,
AUS,BOP,TOT,MLN_USD,A,1989,-18460.01,
AUS,BOP,TOT,MLN_USD,A,1990,-15689.31,
AUS,BOP,TOT,MLN_USD,A,1991,-10636.01,
AUS,BOP,TOT,MLN_USD,A,1992,-10345.84,
AUS,BOP,TOT,MLN_USD,A,1993,-9339.202,
AUS,BOP,TOT,MLN_USD,A,1994,-15945.12,
AUS,BOP,TOT,MLN_USD,A,1995,-18881.09,
AUS,BOP,TOT,MLN_USD,A,1996,-14700.46,
AUS,BOP,TOT,MLN_USD,A,1997,-12400.28,
AUS,BOP,TOT,MLN_USD,A,1998,-18666.2,
AUS,BOP,TOT,MLN_USD,A,1999,-22542.35,
AUS,BOP,TOT,MLN_USD,A,2000,-16274.96,
AUS,BOP,TOT,MLN_USD,A,2001,-8426.276,
AUS,BOP,TOT,MLN_USD,A,2002,-16074,
AUS,BOP,TOT,MLN_USD,A,2003,-28613.69,
AUS,BOP,TOT,MLN_USD,A,2004,-41261.2,
AUS,BOP,TOT,MLN_USD,A,2005,-43938.52,
AUS,BOP,TOT,MLN_USD,A,2006,-46184.66,
AUS,BOP,TOT,MLN_USD,A,2007,-63713.27,
AUS,BOP,TOT,MLN_USD,A,2008,-49693.5,
AUS,BOP,TOT,MLN_USD,A,2009,-44411.81,
AUS,BOP,TOT,MLN_USD,A,2010,-45720.16,
AUS,BOP,TOT,MLN_USD,A,2011,-45134.68,
AUS,BOP,TOT,MLN_USD,A,2012,-68141.18,
AUS,BOP,TOT,MLN_USD,A,2013,-50710.85,
AUS,BOP,TOT,MLN_USD,A,2014,-44019.34,
AUS,BOP,TOT,MLN_USD,A,2015,-56884.16,
AUS,BOP,TOT,MLN_USD,A,2016,-41213.45,
AUS,BOP,TOT,MLN_USD,A,2017,-35381.71,
AUS,BOP,TOT,MLN_USD,A,2018,-31063.27,
AUS,BOP,TOT,MLN_USD,A,2019,5222.187,
AUS,BOP,TOT,MLN_USD,A,2020,30212.62,
AUS,BOP,TOT,MLN_USD,A,2021,48849.99,
AUS,BOP,TOT,MLN_USD,A,2022,18326.44,
AUS,BOP,TOT,PC_GDP,A,1960,-3.694179,
AUS,BOP,TOT,PC_GDP,A,1961,-0.1364838,
AUS,BOP,TOT,PC_GDP,A,1962,-0.8515314,
AUS,BOP,TOT,PC_GDP,A,1963,-0.1630818,
AUS,BOP,TOT,PC_GDP,A,1964,-1.175994,
AUS,BOP,TOT,PC_GDP,A,1965,-3.592879,
AUS,BOP,TOT,PC_GDP,A,1966,-2.003085,
AUS,BOP,TOT,PC_GDP,A,1967,-2.505158,
AUS,BOP,TOT,PC_GDP,A,1968,-3.553547,
AUS,BOP,TOT,PC_GDP,A,1969,-1.893178,
AUS,BOP,TOT,PC_GDP,A,1970,-1.525297,
AUS,BOP,TOT,PC_GDP,A,1971,-1.303185,
AUS,BOP,TOT,PC_GDP,A,1972,1.262724,
AUS,BOP,TOT,PC_GDP,A,1973,1.154894,
AUS,BOP,TOT,PC_GDP,A,1974,-2.656612,
AUS,BOP,TOT,PC_GDP,A,1975,-0.713836,
AUS,BOP,TOT,PC_GDP,A,1976,-1.413373,
AUS,BOP,TOT,PC_GDP,A,1977,-2.463887,
AUS,BOP,TOT,PC_GDP,A,1978,-3.244056,
AUS,BOP,TOT,PC_GDP,A,1979,-1.547216,
AUS,BOP,TOT,PC_GDP,A,1980,-2.411808,
AUS,BOP,TOT,PC_GDP,A,1981,-4.08424,
AUS,BOP,TOT,PC_GDP,A,1982,-4.191401,
AUS,BOP,TOT,PC_GDP,A,1983,-3.210156,
AUS,BOP,TOT,PC_GDP,A,1984,-4.192011,
AUS,BOP,TOT,PC_GDP,A,1985,-4.884417,
AUS,BOP,TOT,PC_GDP,A,1986,-5.097902,
AUS,BOP,TOT,PC_GDP,A,1987,-3.406803,
AUS,BOP,TOT,PC_GDP,A,1988,-3.809132,
AUS,BOP,TOT,PC_GDP,A,1989,-5.991056,
AUS,BOP,TOT,PC_GDP,A,1990,-4.852149,
AUS,BOP,TOT,PC_GDP,A,1991,-3.281174,
AUS,BOP,TOT,PC_GDP,A,1992,-3.25726,
AUS,BOP,TOT,PC_GDP,A,1993,-3.026623,
AUS,BOP,TOT,PC_GDP,A,1994,-4.502358,
AUS,BOP,TOT,PC_GDP,A,1995,-4.991425,
AUS,BOP,TOT,PC_GDP,A,1996,-3.462401,
AUS,BOP,TOT,PC_GDP,A,1997,-2.910883,
AUS,BOP,TOT,PC_GDP,A,1998,-4.90275,
AUS,BOP,TOT,PC_GDP,A,1999,-5.481738,
AUS,BOP,TOT,PC_GDP,A,2000,-4.101457,
AUS,BOP,TOT,PC_GDP,A,2001,-2.232985,
AUS,BOP,TOT,PC_GDP,A,2002,-3.770657,
AUS,BOP,TOT,PC_GDP,A,2003,-5.312615,
AUS,BOP,TOT,PC_GDP,A,2004,-6.261556,
AUS,BOP,TOT,PC_GDP,A,2005,-5.992915,
AUS,BOP,TOT,PC_GDP,A,2006,-5.898238,
AUS,BOP,TOT,PC_GDP,A,2007,-6.717315,
AUS,BOP,TOT,PC_GDP,A,2008,-4.852965,
AUS,BOP,TOT,PC_GDP,A,2009,-4.500443,
AUS,BOP,TOT,PC_GDP,A,2010,-3.673406,
AUS,BOP,TOT,PC_GDP,A,2011,-2.984828,
AUS,BOP,TOT,PC_GDP,A,2012,-4.344718,
AUS,BOP,TOT,PC_GDP,A,2013,-3.354292,
AUS,BOP,TOT,PC_GDP,A,2014,-3.02651,
AUS,BOP,TOT,PC_GDP,A,2015,-4.618712,
AUS,BOP,TOT,PC_GDP,A,2016,-3.288581,
AUS,BOP,TOT,PC_GDP,A,2017,-2.55877,
AUS,BOP,TOT,PC_GDP,A,2018,-2.202432,
AUS,BOP,TOT,PC_GDP,A,2019,0.3693091,
AUS,BOP,TOT,PC_GDP,A,2020,2.239464,
AUS,BOP,TOT,PC_GDP,A,2021,2.992589,
AUS,BOP,TOT,PC_GDP,A,2022,1.071849,
AUT,BOP,TOT,MLN_USD,A,1995,-6991.579,
AUT,BOP,TOT,MLN_USD,A,1996,-7341.592,
AUT,BOP,TOT,MLN_USD,A,1997,-5717.101,
AUT,BOP,TOT,MLN_USD,A,1998,-4286.821,
AUT,BOP,TOT,MLN_USD,A,1999,-5129.197,
AUT,BOP,TOT,MLN_USD,A,2000,-1150.227,
AUT,BOP,TOT,MLN_USD,A,2001,-1534.158,
AUT,BOP,TOT,MLN_USD,A,2002,4158.39,
AUT,BOP,TOT,MLN_USD,A,2003,4060.23,
AUT,BOP,TOT,MLN_USD,A,2004,5927.709,
AUT,BOP,TOT,MLN_USD,A,2005,7624.072,
AUT,BOP,TOT,MLN_USD,A,2006,11334.23,
AUT,BOP,TOT,MLN_USD,A,2007,14240.84,
AUT,BOP,TOT,MLN_USD,A,2008,19354.96,
AUT,BOP,TOT,MLN_USD,A,2009,10974.49,
AUT,BOP,TOT,MLN_USD,A,2010,11104.32,
AUT,BOP,TOT,MLN_USD,A,2011,7151.988,
AUT,BOP,TOT,MLN_USD,A,2012,6824.886,
AUT,BOP,TOT,MLN_USD,A,2013,8707.615,
AUT,BOP,TOT,MLN_USD,A,2014,10410.04,
AUT,BOP,TOT,MLN_USD,A,2015,7230.124,
AUT,BOP,TOT,MLN_USD,A,2016,11305.25,
AUT,BOP,TOT,MLN_USD,A,2017,6496.511,
AUT,BOP,TOT,MLN_USD,A,2018,4360.866,
AUT,BOP,TOT,MLN_USD,A,2019,10055.49,
AUT,BOP,TOT,MLN_USD,A,2020,14648.63,
AUT,BOP,TOT,MLN_USD,A,2021,8223.957,
AUT,BOP,TOT,MLN_USD,A,2022,-29.14639,
AUT,BOP,TOT,PC_GDP,A,1995,-2.900873,
AUT,BOP,TOT,PC_GDP,A,1996,-3.091995,
AUT,BOP,TOT,PC_GDP,A,1997,-2.685215,
AUT,BOP,TOT,PC_GDP,A,1998,-1.963617,
AUT,BOP,TOT,PC_GDP,A,1999,-2.36157,
AUT,BOP,TOT,PC_GDP,A,2000,-0.5843019,
AUT,BOP,TOT,PC_GDP,A,2001,-0.7768226,
AUT,BOP,TOT,PC_GDP,A,2002,1.946024,
AUT,BOP,TOT,PC_GDP,A,2003,1.550042,
AUT,BOP,TOT,PC_GDP,A,2004,1.96865,
AUT,BOP,TOT,PC_GDP,A,2005,2.414435,
AUT,BOP,TOT,PC_GDP,A,2006,3.371593,
AUT,BOP,TOT,PC_GDP,A,2007,3.663216,
AUT,BOP,TOT,PC_GDP,A,2008,4.506523,
AUT,BOP,TOT,PC_GDP,A,2009,2.742444,
AUT,BOP,TOT,PC_GDP,A,2010,2.833504,
AUT,BOP,TOT,PC_GDP,A,2011,1.658478,
AUT,BOP,TOT,PC_GDP,A,2012,1.666328,
AUT,BOP,TOT,PC_GDP,A,2013,2.025075,
AUT,BOP,TOT,PC_GDP,A,2014,2.355123,
AUT,BOP,TOT,PC_GDP,A,2015,1.893172,
AUT,BOP,TOT,PC_GDP,A,2016,2.858752,
AUT,BOP,TOT,PC_GDP,A,2017,1.560286,
AUT,BOP,TOT,PC_GDP,A,2018,0.9590753,
AUT,BOP,TOT,PC_GDP,A,2019,2.261897,
AUT,BOP,TOT,PC_GDP,A,2020,3.374947,
AUT,BOP,TOT,PC_GDP,A,2021,1.715964,
AUT,BOP,TOT,PC_GDP,A,2022,-0.006197159,
BEL,BOP,TOT,MLN_USD,A,2003,11443.48,
BEL,BOP,TOT,MLN_USD,A,2004,11829.19,
BEL,BOP,TOT,MLN_USD,A,2005,7930.478,
BEL,BOP,TOT,MLN_USD,A,2006,8137.891,
BEL,BOP,TOT,MLN_USD,A,2007,9238.433,
BEL,BOP,TOT,MLN_USD,A,2008,-6027.568,
BEL,BOP,TOT,MLN_USD,A,2009,9293.563,
BEL,BOP,TOT,MLN_USD,A,2010,6899.254,
BEL,BOP,TOT,MLN_USD,A,2011,-9736.264,
BEL,BOP,TOT,MLN_USD,A,2012,-1000.034,
BEL,BOP,TOT,MLN_USD,A,2013,6498.259,
BEL,BOP,TOT,MLN_USD,A,2014,4546.943,
BEL,BOP,TOT,MLN_USD,A,2015,6241.945,
BEL,BOP,TOT,MLN_USD,A,2016,2819.764,
BEL,BOP,TOT,MLN_USD,A,2017,3468.418,
BEL,BOP,TOT,MLN_USD,A,2018,-4532.47,
BEL,BOP,TOT,MLN_USD,A,2019,760.0753,
BEL,BOP,TOT,MLN_USD,A,2020,7212.503,
BEL,BOP,TOT,MLN_USD,A,2021,8290.826,
BEL,BOP,TOT,MLN_USD,A,2022,-5708.125,
BEL,BOP,TOT,PC_GDP,A,2003,3.596015,
BEL,BOP,TOT,PC_GDP,A,2004,3.207765,
BEL,BOP,TOT,PC_GDP,A,2005,2.077257,
BEL,BOP,TOT,PC_GDP,A,2006,1.975413,
BEL,BOP,TOT,PC_GDP,A,2007,1.975296,
BEL,BOP,TOT,PC_GDP,A,2008,-1.173727,
BEL,BOP,TOT,PC_GDP,A,2009,1.880794,
BEL,BOP,TOT,PC_GDP,A,2010,1.448168,
BEL,BOP,TOT,PC_GDP,A,2011,-1.876243,
BEL,BOP,TOT,PC_GDP,A,2012,-0.1966438,
BEL,BOP,TOT,PC_GDP,A,2013,1.239883,
BEL,BOP,TOT,PC_GDP,A,2014,0.8518906,
BEL,BOP,TOT,PC_GDP,A,2015,1.350234,
BEL,BOP,TOT,PC_GDP,A,2016,0.6071277,
BEL,BOP,TOT,PC_GDP,A,2017,0.6893876,
BEL,BOP,TOT,PC_GDP,A,2018,-0.8174569,
BEL,BOP,TOT,PC_GDP,A,2019,0.12649,
BEL,BOP,TOT,PC_GDP,A,2020,1.402393,
BEL,BOP,TOT,PC_GDP,A,2021,1.435591,
BEL,BOP,TOT,PC_GDP,A,2022,-0.9686146,P
CAN,BOP,TOT,MLN_USD,A,1981,-12835.11,
CAN,BOP,TOT,MLN_USD,A,1982,1501.94,
CAN,BOP,TOT,MLN_USD,A,1983,-2858.852,
CAN,BOP,TOT,MLN_USD,A,1984,-1668.439,
CAN,BOP,TOT,MLN_USD,A,1985,-6060.068,
CAN,BOP,TOT,MLN_USD,A,1986,-11597.37,
CAN,BOP,TOT,MLN_USD,A,1987,-13980.7,
CAN,BOP,TOT,MLN_USD,A,1988,-15590.28,
CAN,BOP,TOT,MLN_USD,A,1989,-22448.67,
CAN,BOP,TOT,MLN_USD,A,1990,-20431.57,
CAN,BOP,TOT,MLN_USD,A,1991,-22838.44,
CAN,BOP,TOT,MLN_USD,A,1992,-21519.99,
CAN,BOP,TOT,MLN_USD,A,1993,-22180.14,
CAN,BOP,TOT,MLN_USD,A,1994,-13775.83,
CAN,BOP,TOT,MLN_USD,A,1995,-4966.404,
CAN,BOP,TOT,MLN_USD,A,1996,2613.365,
CAN,BOP,TOT,MLN_USD,A,1997,-8721.977,
CAN,BOP,TOT,MLN_USD,A,1998,-8551.445,
CAN,BOP,TOT,MLN_USD,A,1999,1218.452,
CAN,BOP,TOT,MLN_USD,A,2000,18946.62,
CAN,BOP,TOT,MLN_USD,A,2001,16434.52,
CAN,BOP,TOT,MLN_USD,A,2002,13175.51,
CAN,BOP,TOT,MLN_USD,A,2003,11160.5,
CAN,BOP,TOT,MLN_USD,A,2004,24069.16,
CAN,BOP,TOT,MLN_USD,A,2005,22879.49,
CAN,BOP,TOT,MLN_USD,A,2006,19032.4,
CAN,BOP,TOT,MLN_USD,A,2007,11859.53,
CAN,BOP,TOT,MLN_USD,A,2008,4104.602,
CAN,BOP,TOT,MLN_USD,A,2009,-40307.59,
CAN,BOP,TOT,MLN_USD,A,2010,-57532.9,
CAN,BOP,TOT,MLN_USD,A,2011,-48713.83,
CAN,BOP,TOT,MLN_USD,A,2012,-64634.03,
CAN,BOP,TOT,MLN_USD,A,2013,-58038.69,
CAN,BOP,TOT,MLN_USD,A,2014,-41783.41,
CAN,BOP,TOT,MLN_USD,A,2015,-54527.26,
CAN,BOP,TOT,MLN_USD,A,2016,-47232.2,
CAN,BOP,TOT,MLN_USD,A,2017,-46356.09,
CAN,BOP,TOT,MLN_USD,A,2018,-41022.62,
CAN,BOP,TOT,MLN_USD,A,2019,-34063.55,
CAN,BOP,TOT,MLN_USD,A,2020,-35503.06,
CAN,BOP,TOT,MLN_USD,A,2021,-5405.534,
CAN,BOP,TOT,MLN_USD,A,2022,-6555.101,
CAN,BOP,TOT,PC_GDP,A,1981,-4.183425,
CAN,BOP,TOT,PC_GDP,A,1982,0.4816089,
CAN,BOP,TOT,PC_GDP,A,1983,-0.8212271,
CAN,BOP,TOT,PC_GDP,A,1984,-0.4699739,
CAN,BOP,TOT,PC_GDP,A,1985,-1.644692,
CAN,BOP,TOT,PC_GDP,A,1986,-3.060685,
CAN,BOP,TOT,PC_GDP,A,1987,-3.205224,
CAN,BOP,TOT,PC_GDP,A,1988,-3.061018,
CAN,BOP,TOT,PC_GDP,A,1989,-3.950574,
CAN,BOP,TOT,PC_GDP,A,1990,-3.433708,
CAN,BOP,TOT,PC_GDP,A,1991,-3.729068,
CAN,BOP,TOT,PC_GDP,A,1992,-3.61099,
CAN,BOP,TOT,PC_GDP,A,1993,-3.832772,
CAN,BOP,TOT,PC_GDP,A,1994,-2.386082,
CAN,BOP,TOT,PC_GDP,A,1995,-0.8276169,
CAN,BOP,TOT,PC_GDP,A,1996,0.4172089,
CAN,BOP,TOT,PC_GDP,A,1997,-1.329936,
CAN,BOP,TOT,PC_GDP,A,1998,-1.340545,
CAN,BOP,TOT,PC_GDP,A,1999,0.1712765,
CAN,BOP,TOT,PC_GDP,A,2000,2.542115,
CAN,BOP,TOT,PC_GDP,A,2001,2.207457,
CAN,BOP,TOT,PC_GDP,A,2002,1.744638,
CAN,BOP,TOT,PC_GDP,A,2003,1.225632,
CAN,BOP,TOT,PC_GDP,A,2004,2.344628,
CAN,BOP,TOT,PC_GDP,A,2005,1.903751,
CAN,BOP,TOT,PC_GDP,A,2006,1.446402,
CAN,BOP,TOT,PC_GDP,A,2007,0.826268,
CAN,BOP,TOT,PC_GDP,A,2008,0.1249234,
CAN,BOP,TOT,PC_GDP,A,2009,-2.90986,
CAN,BOP,TOT,PC_GDP,A,2010,-3.565923,
CAN,BOP,TOT,PC_GDP,A,2011,-2.716895,
CAN,BOP,TOT,PC_GDP,A,2012,-3.533229,
CAN,BOP,TOT,PC_GDP,A,2013,-3.142545,
CAN,BOP,TOT,PC_GDP,A,2014,-2.319554,
CAN,BOP,TOT,PC_GDP,A,2015,-3.495822,
CAN,BOP,TOT,PC_GDP,A,2016,-3.097635,
CAN,BOP,TOT,PC_GDP,A,2017,-2.800915,
CAN,BOP,TOT,PC_GDP,A,2018,-2.380043,
CAN,BOP,TOT,PC_GDP,A,2019,-1.960086,
CAN,BOP,TOT,PC_GDP,A,2020,-2.139376,
CAN,BOP,TOT,PC_GDP,A,2021,-0.2692119,
CAN,BOP,TOT,PC_GDP,A,2022,-0.3230585,
CZE,BOP,TOT,MLN_USD,A,1993,474.5324,
CZE,BOP,TOT,MLN_USD,A,1994,-852.8901,
CZE,BOP,TOT,MLN_USD,A,1995,-1417.673,
CZE,BOP,TOT,MLN_USD,A,1996,-3944.931,
CZE,BOP,TOT,MLN_USD,A,1997,-3512.454,
CZE,BOP,TOT,MLN_USD,A,1998,-1301.268,
CZE,BOP,TOT,MLN_USD,A,1999,-1380.602,
CZE,BOP,TOT,MLN_USD,A,2000,-2784.07,
CZE,BOP,TOT,MLN_USD,A,2001,-3188.08,
CZE,BOP,TOT,MLN_USD,A,2002,-4141.244,
CZE,BOP,TOT,MLN_USD,A,2003,-5444.309,
CZE,BOP,TOT,MLN_USD,A,2004,-4013.706,
CZE,BOP,TOT,MLN_USD,A,2005,-3214.722,
CZE,BOP,TOT,MLN_USD,A,2006,-3991.317,
CZE,BOP,TOT,MLN_USD,A,2007,-8461.259,
CZE,BOP,TOT,MLN_USD,A,2008,-3365.076,
CZE,BOP,TOT,MLN_USD,A,2009,-4786.591,
CZE,BOP,TOT,MLN_USD,A,2010,-6818.797,
CZE,BOP,TOT,MLN_USD,A,2011,-4725.606,
CZE,BOP,TOT,MLN_USD,A,2012,-3149.029,
CZE,BOP,TOT,MLN_USD,A,2013,-1450.058,
CZE,BOP,TOT,MLN_USD,A,2014,1751.243,
CZE,BOP,TOT,MLN_USD,A,2015,1408.873,
CZE,BOP,TOT,MLN_USD,A,2016,3650.638,
CZE,BOP,TOT,MLN_USD,A,2017,3128.838,
CZE,BOP,TOT,MLN_USD,A,2018,685.6317,
CZE,BOP,TOT,MLN_USD,A,2019,955.8312,
CZE,BOP,TOT,MLN_USD,A,2020,4999.269,
CZE,BOP,TOT,MLN_USD,A,2021,-7960.168,
CZE,BOP,TOT,MLN_USD,A,2022,-17804.18,
CZE,BOP,TOT,PC_GDP,A,1995,-2.341675,
CZE,BOP,TOT,PC_GDP,A,1996,-5.841118,
CZE,BOP,TOT,PC_GDP,A,1997,-5.70007,
CZE,BOP,TOT,PC_GDP,A,1998,-1.958538,
CZE,BOP,TOT,PC_GDP,A,1999,-2.124301,
CZE,BOP,TOT,PC_GDP,A,2000,-4.490569,
CZE,BOP,TOT,PC_GDP,A,2001,-4.728233,
CZE,BOP,TOT,PC_GDP,A,2002,-5.040622,
CZE,BOP,TOT,PC_GDP,A,2003,-5.427694,
CZE,BOP,TOT,PC_GDP,A,2004,-3.382939,
CZE,BOP,TOT,PC_GDP,A,2005,-2.350909,
CZE,BOP,TOT,PC_GDP,A,2006,-2.522766,
CZE,BOP,TOT,PC_GDP,A,2007,-4.440316,
CZE,BOP,TOT,PC_GDP,A,2008,-1.427566,
CZE,BOP,TOT,PC_GDP,A,2009,-2.301406,
CZE,BOP,TOT,PC_GDP,A,2010,-3.246389,
CZE,BOP,TOT,PC_GDP,A,2011,-2.056575,
CZE,BOP,TOT,PC_GDP,A,2012,-1.504946,
CZE,BOP,TOT,PC_GDP,A,2013,-0.7008801,
CZE,BOP,TOT,PC_GDP,A,2014,0.8396727,
CZE,BOP,TOT,PC_GDP,A,2015,0.7436453,
CZE,BOP,TOT,PC_GDP,A,2016,1.878178,
CZE,BOP,TOT,PC_GDP,A,2017,1.458639,
CZE,BOP,TOT,PC_GDP,A,2018,0.2629625,
CZE,BOP,TOT,PC_GDP,A,2019,0.3711844,
CZE,BOP,TOT,PC_GDP,A,2020,1.986867,
CZE,BOP,TOT,PC_GDP,A,2021,-2.796605,
CZE,BOP,TOT,PC_GDP,A,2022,-6.11701,
DNK,BOP,TOT,MLN_USD,A,2005,10783.93,
DNK,BOP,TOT,MLN_USD,A,2006,9072.934,
DNK,BOP,TOT,MLN_USD,A,2007,4302.905,
DNK,BOP,TOT,MLN_USD,A,2008,9831.567,
DNK,BOP,TOT,MLN_USD,A,2009,11130.95,
DNK,BOP,TOT,MLN_USD,A,2010,20929.3,
DNK,BOP,TOT,MLN_USD,A,2011,22518.88,
DNK,BOP,TOT,MLN_USD,A,2012,20402.79,
DNK,BOP,TOT,MLN_USD,A,2013,26543.24,
DNK,BOP,TOT,MLN_USD,A,2014,31457.14,
DNK,BOP,TOT,MLN_USD,A,2015,24954.17,
DNK,BOP,TOT,MLN_USD,A,2016,24534.44,
DNK,BOP,TOT,MLN_USD,A,2017,26643.27,
DNK,BOP,TOT,MLN_USD,A,2018,25963.45,
DNK,BOP,TOT,MLN_USD,A,2019,29373.65,
DNK,BOP,TOT,MLN_USD,A,2020,28836.38,
DNK,BOP,TOT,MLN_USD,A,2021,36859.67,
DNK,BOP,TOT,MLN_USD,A,2022,54287.39,
DNK,BOP,TOT,PC_GDP,A,2005,4.076626,
DNK,BOP,TOT,PC_GDP,A,2006,3.206162,
DNK,BOP,TOT,PC_GDP,A,2007,1.331999,
DNK,BOP,TOT,PC_GDP,A,2008,2.778233,
DNK,BOP,TOT,PC_GDP,A,2009,3.466168,
DNK,BOP,TOT,PC_GDP,A,2010,6.488184,
DNK,BOP,TOT,PC_GDP,A,2011,6.532233,
DNK,BOP,TOT,PC_GDP,A,2012,6.229266,
DNK,BOP,TOT,PC_GDP,A,2013,7.725966,
DNK,BOP,TOT,PC_GDP,A,2014,8.91437,
DNK,BOP,TOT,PC_GDP,A,2015,8.244557,
DNK,BOP,TOT,PC_GDP,A,2016,7.828345,
DNK,BOP,TOT,PC_GDP,A,2017,8.022087,
DNK,BOP,TOT,PC_GDP,A,2018,7.26138,
DNK,BOP,TOT,PC_GDP,A,2019,8.468697,
DNK,BOP,TOT,PC_GDP,A,2020,8.161191,
DNK,BOP,TOT,PC_GDP,A,2021,9.083284,
DNK,BOP,TOT,PC_GDP,A,2022,13.53175,
FIN,BOP,TOT,MLN_USD,A,1995,5572.799,
FIN,BOP,TOT,MLN_USD,A,1996,5095.424,
FIN,BOP,TOT,MLN_USD,A,1997,6538.467,
FIN,BOP,TOT,MLN_USD,A,1998,6855.334,B
FIN,BOP,TOT,MLN_USD,A,1999,6634.618,
FIN,BOP,TOT,MLN_USD,A,2000,9076.054,
FIN,BOP,TOT,MLN_USD,A,2001,10530.97,
FIN,BOP,TOT,MLN_USD,A,2002,11314,
FIN,BOP,TOT,MLN_USD,A,2003,7993.308,
FIN,BOP,TOT,MLN_USD,A,2004,11263.51,
FIN,BOP,TOT,MLN_USD,A,2005,7001.783,
FIN,BOP,TOT,MLN_USD,A,2006,8388.692,
FIN,BOP,TOT,MLN_USD,A,2007,10608.73,
FIN,BOP,TOT,MLN_USD,A,2008,5243.125,
FIN,BOP,TOT,MLN_USD,A,2009,4937.48,
FIN,BOP,TOT,MLN_USD,A,2010,4125.227,
FIN,BOP,TOT,MLN_USD,A,2011,-2940.516,
FIN,BOP,TOT,MLN_USD,A,2012,-5435.375,
FIN,BOP,TOT,MLN_USD,A,2013,-5858.443,
FIN,BOP,TOT,MLN_USD,A,2014,-4218.054,
FIN,BOP,TOT,MLN_USD,A,2015,-2217.224,
FIN,BOP,TOT,MLN_USD,A,2016,-4250.509,
FIN,BOP,TOT,MLN_USD,A,2017,-2233.113,
FIN,BOP,TOT,MLN_USD,A,2018,-5382.46,
FIN,BOP,TOT,MLN_USD,A,2019,-188.5921,
FIN,BOP,TOT,MLN_USD,A,2020,846.4595,
FIN,BOP,TOT,MLN_USD,A,2021,-212.2259,
FIN,BOP,TOT,MLN_USD,A,2022,-6791.309,
FIN,BOP,TOT,PC_GDP,A,1995,4.159308,
FIN,BOP,TOT,PC_GDP,A,1996,3.862732,
FIN,BOP,TOT,PC_GDP,A,1997,5.121835,
FIN,BOP,TOT,PC_GDP,A,1998,5.113034,
FIN,BOP,TOT,PC_GDP,A,1999,4.89286,
FIN,BOP,TOT,PC_GDP,A,2000,7.216054,
FIN,BOP,TOT,PC_GDP,A,2001,8.130857,
FIN,BOP,TOT,PC_GDP,A,2002,8.087049,
FIN,BOP,TOT,PC_GDP,A,2003,4.666818,
FIN,BOP,TOT,PC_GDP,A,2004,5.701617,
FIN,BOP,TOT,PC_GDP,A,2005,3.414005,
FIN,BOP,TOT,PC_GDP,A,2006,3.868147,
FIN,BOP,TOT,PC_GDP,A,2007,4.131556,
FIN,BOP,TOT,PC_GDP,A,2008,1.843343,
FIN,BOP,TOT,PC_GDP,A,2009,1.950866,
FIN,BOP,TOT,PC_GDP,A,2010,1.664344,
FIN,BOP,TOT,PC_GDP,A,2011,-1.060834,
FIN,BOP,TOT,PC_GDP,A,2012,-2.099849,
FIN,BOP,TOT,PC_GDP,A,2013,-2.159032,
FIN,BOP,TOT,PC_GDP,A,2014,-1.535659,
FIN,BOP,TOT,PC_GDP,A,2015,-0.9446265,
FIN,BOP,TOT,PC_GDP,A,2016,-1.762103,
FIN,BOP,TOT,PC_GDP,A,2017,-0.8757758,
FIN,BOP,TOT,PC_GDP,A,2018,-1.952374,
FIN,BOP,TOT,PC_GDP,A,2019,-0.06904658,
FIN,BOP,TOT,PC_GDP,A,2020,0.3317484,
FIN,BOP,TOT,PC_GDP,A,2021,-0.02530324,
